Date,GrossRevenue,NetRevenue,GrossProfit
2019-12-30,1250,1010,606
2019-02-01,250,218,131
2020-03-17,750,615,369
2019-05-06,1000,872,523
2020-04-28,750,645,387
2020-02-02,1000,808,485
2019-03-26,750,630,378
2020-08-14,1240,1016,610
2020-06-08,1000,872,523
2020-02-22,1000,848,509
2019-07-01,250,212,127
2019-11-30,1000,888,533
2020-05-31,1250,1100,660
2019-06-27,250,205,123
2019-05-04,1000,880,528
2019-07-15,750,675,405
2020-02-02,750,675,405
2020-05-22,1000,848,509
2020-12-26,750,636,382
2019-02-04,750,606,364
2020-10-25,1000,888,533
2020-05-09,750,636,382
2019-11-26,1000,808,485
2020-08-15,500,440,264
2020-01-09,750,675,405
2019-01-01,750,666,400
2019-10-13,1000,888,533
2020-03-10,1250,1050,630
2020-03-25,1000,880,528
2020-11-19,750,675,405
2020-04-26,1000,880,528
2020-07-11,1000,888,533
2020-04-09,750,660,396
2020-05-22,1000,900,540
2020-11-02,750,606,364
2020-02-01,1000,880,528
2020-02-11,1000,860,516
2019-10-01,750,624,374
2019-01-10,500,440,264
2020-10-29,1000,832,499
2020-01-20,500,450,270
2020-04-12,1000,808,485
2020-05-05,750,645,387
2020-11-05,750,636,382
2019-11-25,1000,808,485
2019-08-20,764,672,403
2019-03-24,1250,1060,636
2020-02-01,500,404,242
2020-10-03,750,654,392
2019-06-30,180,156,94
2019-06-15,750,654,392
2020-09-28,750,666,400
2019-03-14,1250,1090,654
2020-03-01,750,660,396
2020-04-15,1000,832,499
2019-08-06,1000,808,485
2020-02-28,1000,808,485
2020-01-24,750,666,400
2020-02-06,1000,900,540
2020-05-16,1000,900,540
2019-07-17,1250,1010,606
2019-09-01,250,218,131
2020-02-23,750,615,369
2020-03-25,1000,872,523
2020-04-29,750,645,387
2020-02-28,1000,808,485
2019-05-08,750,630,378
2020-04-10,1240,1016,610
2020-04-05,1000,872,523
2019-03-31,1000,848,509
2019-02-27,250,212,127
2020-12-25,1000,888,533
2020-04-14,1250,1100,660
2019-09-19,250,205,123
2020-11-22,1000,880,528
2019-06-04,750,675,405
2020-02-07,750,675,405
2020-10-20,1000,848,509
2020-01-29,750,636,382
2020-04-07,750,606,364
2020-11-22,1000,888,533
2020-05-26,750,636,382
2019-05-03,1000,808,485
2020-03-06,500,440,264
2020-01-24,750,654,392
2019-11-12,750,615,369
2020-03-03,1000,888,533
2020-08-01,1250,1050,630
2020-06-19,1000,880,528
2019-06-22,750,675,405
2020-04-29,1000,880,528
2020-11-28,1000,888,533
2020-06-01,750,660,396
2020-09-04,1000,900,540
2019-09-28,750,606,364
2020-05-02,1000,880,528
2020-06-28,1000,860,516
2019-06-27,750,624,374
2019-07-06,500,440,264
2019-08-28,1000,832,499
2019-04-09,500,450,270
2019-01-26,1000,808,485
2020-02-24,750,645,387
2020-03-17,750,636,382
2020-02-04,1000,808,485
2019-10-01,764,672,403
2019-01-04,1250,1060,636
2019-06-13,500,404,242
2019-01-14,750,654,392
2020-10-10,180,156,94
2019-03-04,750,654,392
2020-11-23,750,666,400
2019-02-26,1250,1090,654
2020-06-26,750,660,396
2019-01-14,1000,832,499
2020-07-16,1000,808,485
2020-06-27,1000,808,485
2020-06-20,750,666,400
2020-02-10,1000,900,540
2020-11-09,1000,900,540
2019-11-12,1250,1010,606
2020-08-08,250,218,131
2020-05-15,750,615,369
2019-08-28,1000,872,523
2020-05-25,750,645,387
2019-08-17,1000,808,485
2019-07-18,750,630,378
2020-09-14,1240,1016,610
2020-07-14,1000,872,523
2020-08-11,1000,848,509
2020-09-06,250,212,127
2020-12-15,1000,888,533
2020-12-20,1250,1100,660
2020-04-28,250,205,123
2020-01-02,1000,880,528
2019-07-11,750,675,405
2020-05-25,750,675,405
2019-09-17,1000,848,509
2019-03-28,750,636,382
2020-12-01,750,606,364
2019-04-23,1000,888,533
2020-01-13,750,636,382
2019-01-13,1000,808,485
2020-07-05,500,440,264
2020-04-03,750,654,392
2020-08-15,750,615,369
2020-12-05,1000,888,533
2020-04-21,1250,1050,630
2020-06-25,1000,880,528
2019-07-24,750,675,405
2020-01-19,1000,880,528
2020-02-11,1000,888,533
2020-01-23,750,660,396
2019-05-01,1000,900,540
2019-07-01,750,606,364
2020-01-26,1000,880,528
2020-06-11,1000,860,516
2019-10-10,750,624,374
2019-01-14,500,440,264
2020-05-02,1000,832,499
2020-01-14,500,450,270
2020-02-07,1000,832,499
2020-04-26,750,645,387
2020-04-26,750,636,382
2020-08-12,1000,808,485
2020-11-30,764,672,403
2019-12-30,1250,1060,636
2019-12-06,500,404,242
2019-02-21,750,654,392
2020-01-14,180,156,94
2020-08-27,750,654,392
2019-12-27,750,666,400
2019-01-12,1250,1090,654
2020-03-12,750,660,396
2020-09-29,1000,832,499
2020-05-07,1000,808,485
2020-01-03,1000,808,485
2020-02-07,750,666,400
2020-01-07,1000,900,540
2020-07-29,1000,900,540
2020-12-30,1250,1010,606
2020-12-19,250,218,131
2019-01-24,750,615,369
2020-09-03,1000,872,523
2020-05-26,750,645,387
2020-03-30,1000,808,485
2019-12-10,750,630,378
2019-10-12,1240,1016,610
2019-05-21,1000,872,523
2019-03-15,1000,848,509
2020-12-22,250,212,127
2019-05-13,1000,888,533
2019-03-07,1250,1100,660
2019-09-21,250,205,123
2019-12-28,1000,880,528
2019-03-12,750,675,405
2020-02-12,750,675,405
2019-03-27,1000,848,509
2020-08-19,750,636,382
2019-12-07,750,606,364
2020-06-22,1000,888,533
2020-01-12,750,636,382
2019-04-09,1000,808,485
2019-10-30,500,440,264
2020-04-19,750,654,392
2019-05-07,750,615,369
2020-09-16,1000,832,499
2019-07-17,1250,1050,630
2020-02-28,1000,880,528
2020-04-15,750,675,405
2020-01-01,1000,880,528
2020-11-24,1000,888,533
2020-05-10,750,660,396
2019-03-25,1000,900,540
2019-11-24,750,606,364
2020-06-01,1000,880,528
2020-04-01,1000,860,516
2019-10-11,750,624,374
2019-11-22,500,440,264
2019-09-07,1000,832,499
2020-08-29,500,450,270
2020-03-29,1000,832,499
2020-01-06,750,645,387
2020-04-18,750,636,382
2019-08-07,1000,808,485
2019-05-03,764,672,403
2020-05-07,1250,1060,636
2020-03-31,500,404,242
2019-03-02,750,654,392
2019-01-20,180,156,94
2019-05-16,750,654,392
2019-03-21,750,666,400
2020-12-06,1250,1090,654
2020-03-16,750,660,396
2020-01-25,1000,832,499
2019-12-14,1000,808,485
2020-06-23,1000,808,485
2020-01-27,750,666,400
2020-05-06,1000,900,540
2020-06-01,1000,900,540
2019-05-15,1250,1010,606
2020-06-15,250,218,131
2019-03-03,750,615,369
2019-09-16,1000,872,523
2020-04-25,750,645,387
2019-05-13,1000,808,485
2020-10-09,750,630,378
2020-10-19,1240,1016,610
2019-06-08,1000,872,523
2020-03-15,1000,848,509
2020-05-17,250,212,127
2019-11-06,1000,888,533
2020-12-02,1250,1100,660
2020-06-05,250,205,123
2019-11-12,1000,880,528
2020-08-16,750,675,405
2020-06-09,750,675,405
2020-04-26,1000,848,509
2020-11-09,750,636,382
2020-12-27,750,606,364
2019-09-13,1000,888,533
2020-03-14,750,636,382
2020-07-10,1000,808,485
2020-06-25,500,440,264
2020-03-18,750,654,392
2020-03-01,750,615,369
2020-04-05,1000,832,499
2019-08-14,1250,1050,630
2020-01-08,1000,880,528
2019-05-24,750,675,405
2020-01-08,1000,880,528
2019-07-11,1000,888,533
2020-04-03,750,660,396
2019-08-14,1000,900,540
2019-05-02,750,606,364
2020-01-15,1000,880,528
2020-01-14,1000,860,516
2020-05-09,750,624,374
2019-07-15,500,440,264
2019-03-08,1000,832,499
2019-07-07,500,450,270
2020-01-25,1000,832,499
2020-06-21,750,645,387
2019-10-23,750,636,382
2020-03-24,1000,808,485
2020-05-03,764,672,403
2020-05-18,1250,1060,636
2019-09-08,500,404,242
2019-06-10,750,654,392
2020-07-10,180,156,94
2019-05-26,750,654,392
2019-04-06,750,666,400
2019-01-18,1250,1090,654
2020-06-24,750,660,396
2019-10-02,1000,832,499
2019-12-13,1000,808,485
2020-04-21,1000,808,485
2020-03-06,750,666,400
2020-06-21,1000,900,540
2020-11-22,1000,900,540
2020-09-20,1250,1010,606
2020-04-29,250,218,131
2019-08-30,750,615,369
2020-05-06,1000,872,523
2020-02-11,750,645,387
2020-08-19,1000,808,485
2019-11-10,750,630,378
2020-01-05,1240,1016,610
2019-08-23,1000,872,523
2020-01-21,1000,848,509
2019-06-11,250,212,127
2020-06-21,1000,888,533
2019-01-15,1250,1100,660
2019-09-19,250,205,123
2019-02-16,1000,880,528
2019-02-20,750,675,405
2020-03-31,750,675,405
2020-04-05,1000,848,509
2020-07-24,750,636,382
2019-08-03,750,606,364
2020-01-07,1000,888,533
2020-06-26,750,636,382
2019-01-17,1000,808,485
2020-09-18,500,440,264
2020-01-10,750,654,392
2020-01-07,750,615,369
2019-10-22,1000,832,499
2019-08-31,1250,1050,630
2020-05-08,1000,880,528
2020-09-07,750,675,405
2020-01-01,1000,880,528
2019-09-25,1000,888,533
2020-03-08,750,660,396
2019-08-31,1000,900,540
2020-12-16,750,606,364
2020-06-15,1000,880,528
2020-05-04,1000,860,516
2019-12-25,750,624,374
2019-04-29,500,440,264
2019-08-12,1000,832,499
2019-07-17,500,450,270
2020-03-13,1000,832,499
2020-02-10,750,645,387
2019-02-19,750,636,382
2020-12-04,1000,808,485
2020-01-31,764,672,403
2019-11-23,1250,1060,636
2019-10-19,500,404,242
2020-08-26,750,654,392
2020-03-07,180,156,94
2020-08-11,750,654,392
2020-09-09,750,666,400
2019-08-16,1250,1090,654
2020-02-16,750,660,396
2019-11-11,1000,832,499
2019-11-09,1000,808,485
2020-03-14,1000,808,485
2020-03-11,750,666,400
2020-01-20,1000,900,540
2019-06-03,1000,900,540
2019-07-29,1250,1010,606
2019-10-25,250,218,131
2020-01-06,750,615,369
2019-05-29,1000,872,523
2020-03-09,750,645,387
2019-10-04,1000,808,485
2019-07-29,750,630,378
2020-01-02,1240,1016,610
2019-07-20,1000,872,523
2020-08-28,1000,848,509
2020-12-11,250,212,127
2020-10-09,1000,888,533
2019-06-25,1250,1100,660
2019-03-01,250,205,123
2020-11-01,1000,880,528
2020-09-28,750,675,405
2020-02-28,750,675,405
2019-07-21,1000,848,509
2020-12-16,750,636,382
2019-04-16,750,606,364
2019-10-08,1000,888,533
2020-02-16,750,636,382
2020-01-21,1000,808,485
2020-08-08,500,440,264
2020-03-13,750,654,392
2020-05-02,750,615,369
2020-12-16,1000,832,499
2020-02-17,1250,1050,630
2020-02-14,1000,880,528
2019-04-10,750,675,405
2020-06-23,1000,880,528
2019-06-13,1000,888,533
2020-05-06,750,660,396
2019-09-22,1000,900,540
2019-03-03,750,606,364
2020-03-24,1000,880,528
2020-02-04,1000,860,516
2020-02-09,750,660,396
2020-11-08,500,440,264
2020-10-05,1000,832,499
2020-08-20,500,450,270
2020-06-06,1000,832,499
2020-02-21,750,645,387
2019-02-03,750,636,382
2020-07-19,1000,808,485
2019-07-02,764,672,403
2020-02-27,1250,1060,636
2019-04-13,500,404,242
2020-10-17,750,630,378
2019-10-28,180,156,94
2019-02-16,750,654,392
2019-03-05,750,666,400
2019-12-05,1250,1090,654
2020-06-13,750,660,396
2020-10-17,1000,832,499
2019-05-26,1000,808,485
2020-03-04,1000,808,485
2020-03-06,750,666,400
2020-02-02,1000,900,540
2019-04-20,1000,900,540
2020-05-23,1250,1010,606
2019-01-10,250,218,131
2019-12-05,750,615,369
2019-06-24,1000,872,523
2020-06-12,750,645,387
2020-02-13,1000,808,485
2020-10-17,750,630,378
2020-10-02,1240,1016,610
2019-08-01,1000,872,523
2020-05-30,1000,848,509
2019-08-31,250,212,127
2019-01-07,1000,888,533
2019-12-07,1250,1100,660
2020-12-13,250,205,123
2019-02-10,1000,880,528
2020-05-15,750,675,405
2020-05-21,750,675,405
2020-01-11,1000,848,509
2019-07-16,750,636,382
2020-12-11,750,606,364
2019-08-13,1000,888,533
2020-02-01,750,636,382
2019-03-22,1000,808,485
2019-03-30,500,440,264
2020-05-19,750,654,392
2019-05-02,750,615,369
2019-03-10,1000,832,499
2019-12-21,1250,1050,630
2020-06-15,1000,880,528
2020-10-17,750,675,405
2020-02-21,1000,880,528
2019-04-21,1000,888,533
2020-06-07,750,660,396
2019-02-16,1000,900,540
2020-04-16,750,675,405
2020-06-02,1000,880,528
2020-01-14,1000,860,516
2020-02-05,750,660,396
2020-01-11,500,440,264
2019-12-05,1000,832,499
2019-02-10,500,450,270
2020-02-09,1000,832,499
2020-01-26,750,645,387
2020-05-14,750,636,382
2019-09-30,1000,808,485
2020-09-28,764,672,403
2020-12-24,1250,1060,636
2019-12-03,500,404,242
2020-04-24,750,630,378
2019-11-06,180,156,94
2020-01-07,750,654,392
2019-12-05,750,666,400
2019-09-08,1250,1090,654
2020-05-23,750,660,396
2020-12-30,1000,832,499
2020-07-19,1000,808,485
2020-02-21,1000,808,485
2020-02-23,750,666,400
2020-05-18,1000,900,540
2020-11-19,1000,900,540
2019-04-02,1250,1010,606
2020-04-25,250,218,131
2020-08-20,750,615,369
2019-01-01,1000,872,523
2020-01-13,750,645,387
2019-07-03,1000,808,485
2019-03-02,750,630,378
2019-07-16,1240,1016,610
2020-03-06,1000,872,523
2019-03-11,1000,848,509
2020-12-10,250,212,127
2020-09-04,1000,888,533
2020-03-21,1250,1100,660
2019-11-05,250,205,123
2019-05-05,1000,880,528
2020-02-21,750,675,405
2020-04-25,750,675,405
2019-11-30,1000,848,509
2020-10-10,750,636,382
2020-09-28,750,606,364
2019-11-05,1000,888,533
2020-02-06,750,636,382
2019-11-22,1000,808,485
2020-08-19,500,440,264
2020-02-04,750,654,392
2020-05-22,750,615,369
2019-08-10,1000,832,499
2019-07-17,1250,1050,630
2020-04-15,1000,880,528
2019-11-07,750,675,405
2020-06-12,1000,880,528
2019-05-20,1000,888,533
2020-06-02,750,660,396
2019-09-18,1000,900,540
2019-10-16,750,675,405
2020-03-27,1000,880,528
2020-01-19,1000,860,516
2020-03-06,750,660,396
2019-02-21,500,440,264
2019-07-03,1000,832,499
2020-09-18,500,450,270
2020-01-10,1000,832,499
2020-05-13,750,645,387
2020-12-09,750,636,382
2019-09-26,1000,808,485
2020-01-12,764,672,403
2020-01-19,1250,1060,636
2020-05-15,500,430,258
2020-02-18,750,630,378
2019-01-09,180,156,94
2019-09-26,750,654,392
2019-03-14,750,666,400
2020-07-20,1250,1090,654
2020-01-16,750,660,396
2019-08-27,1000,832,499
2019-11-06,1000,808,485
2020-03-04,1000,808,485
2020-06-22,750,666,400
2020-05-08,1000,900,540
2020-06-18,1000,900,540
2019-09-05,1250,1010,606
2019-09-04,250,218,131
2019-02-05,750,615,369
2020-04-06,1000,872,523
2020-01-17,750,645,387
2019-05-15,1000,808,485
2020-02-20,750,630,378
2020-04-01,1240,1016,610
2019-10-20,1000,872,523
2019-07-28,1000,848,509
2020-02-06,250,212,127
2019-03-16,1000,888,533
2019-06-07,1250,1100,660
2020-05-08,250,205,123
2019-09-25,1000,880,528
2019-08-03,750,675,405
2020-04-05,750,675,405
2020-02-26,1000,848,509
2020-10-15,750,636,382
2019-05-23,750,606,364
2020-05-02,1000,888,533
2019-09-25,750,636,382
2019-01-18,1000,808,485
2020-12-19,500,440,264
2020-01-16,750,654,392
2019-12-08,750,615,369
2020-02-06,1000,832,499
2020-12-22,1250,1050,630
2020-06-29,1000,880,528
2019-06-01,750,675,405
2020-04-26,1000,880,528
2019-02-12,1000,888,533
2020-05-22,750,660,396
2019-11-20,1000,900,540
2019-12-22,750,675,405
2020-05-13,1000,880,528
2020-05-04,1000,860,516
2020-04-14,750,660,396
2019-01-21,500,440,264
2020-05-10,1000,832,499
2019-08-23,500,450,270
2020-02-10,1000,832,499
2020-01-04,750,645,387
2019-04-08,750,636,382
2019-06-05,1000,808,485
2020-08-10,764,672,403
2019-11-04,1250,1060,636
2020-01-29,500,430,258
2019-03-26,750,630,378
2020-07-06,180,156,94
2020-12-24,750,654,392
2019-04-02,750,666,400
2020-02-11,1250,1090,654
2020-04-24,750,660,396
2020-02-03,1000,832,499
2019-11-07,1000,808,485
2020-01-01,1000,808,485
2020-02-10,750,666,400
2020-03-09,1000,900,540
2020-07-29,1000,900,540
2019-08-19,1250,1010,606
2019-08-25,250,218,131
2019-02-24,750,615,369
2019-04-30,1000,872,523
2020-02-07,750,645,387
2019-05-01,1000,808,485
2020-01-26,750,630,378
2019-03-23,1240,1016,610
2020-12-25,1000,872,523
2020-08-24,1000,848,509
2019-03-13,250,212,127
2020-12-03,1000,888,533
2019-07-09,1250,1100,660
2019-07-29,250,205,123
2020-06-09,1000,880,528
2019-03-06,750,675,405
2020-03-19,750,675,405
2019-10-16,1000,848,509
2019-09-02,750,636,382
2019-08-27,750,606,364
2020-10-30,1000,888,533
2020-03-22,750,636,382
2020-09-22,1000,808,485
2020-09-01,500,440,264
2020-05-21,750,654,392
2019-10-30,750,615,369
2019-12-09,1000,832,499
2020-12-06,1250,1050,630
2020-01-22,1000,880,528
2019-05-22,750,675,405
2020-01-22,1000,880,528
2019-10-08,1000,888,533
2020-04-14,750,660,396
2019-03-06,1000,900,540
2019-04-02,750,675,405
2020-01-04,1000,880,528
2020-05-29,1000,860,516
2020-06-24,750,660,396
2020-09-17,500,440,264
2019-01-23,1000,832,499
2020-09-06,500,404,242
2020-01-09,1000,832,499
2020-04-12,750,645,387
2019-01-31,750,636,382
2019-09-09,1000,808,485
2020-08-03,764,672,403
2020-02-17,1250,1060,636
2020-04-10,500,430,258
2020-08-10,750,630,378
2020-06-15,180,156,94
2020-07-19,750,654,392
2020-07-29,750,666,400
2019-02-21,1250,1090,654
2020-04-28,750,660,396
2020-04-15,1000,832,499
2020-02-20,1000,808,485
2020-03-25,1000,808,485
2020-05-04,750,666,400
2020-04-30,1000,900,540
2020-07-04,1000,900,540
2020-01-19,1250,1010,606
2020-01-23,250,218,131
2019-03-03,750,615,369
2020-07-10,1000,872,523
2020-04-03,750,645,387
2019-07-15,1000,808,485
2019-08-24,750,630,378
2020-11-29,1240,1016,610
2020-12-17,1000,872,523
2019-10-04,1000,848,509
2020-05-20,250,212,127
2020-12-22,1000,888,533
2019-12-20,1250,1100,660
2019-03-03,250,205,123
2020-11-20,1000,880,528
2020-04-10,750,675,405
2020-03-13,750,675,405
2019-09-28,1000,848,509
2019-09-14,750,636,382
2020-02-14,750,606,364
2020-11-04,1000,888,533
2020-06-24,750,636,382
2019-03-05,1000,808,485
2019-04-16,500,440,264
2020-01-13,750,654,392
2020-05-06,750,615,369
2019-07-09,1000,832,499
2020-11-10,1250,1050,630
2020-04-29,1000,880,528
2019-10-23,750,675,405
2020-04-21,1000,880,528
2019-11-13,1000,888,533
2020-01-17,750,660,396
2020-02-03,1000,900,540
2020-11-16,750,675,405
2020-05-03,1000,880,528
2020-06-01,1000,860,516
2020-02-08,750,660,396
2019-02-08,500,440,264
2020-06-11,1000,832,499
2019-10-30,500,404,242
2020-05-27,1000,832,499
2020-06-11,750,645,387
2020-02-08,750,636,382
2020-07-22,1000,808,485
2019-04-19,764,672,403
2020-03-27,1250,1060,636
2020-06-28,500,430,258
2019-11-18,750,630,378
2020-12-25,180,156,94
2019-04-10,750,654,392
2020-03-03,750,666,400
2019-07-14,1250,1090,654
2020-01-08,750,660,396
2019-04-12,1000,832,499
2019-10-07,1000,808,485
2020-02-12,1000,808,485
2020-06-08,750,666,400
2020-01-03,1000,900,540
2020-09-04,1000,900,540
2019-07-06,1250,1010,606
2019-11-15,250,218,131
2020-07-06,750,615,369
2019-05-26,1000,872,523
2020-02-22,750,645,387
2019-07-05,1000,808,485
2020-12-28,750,630,378
2020-06-27,1240,1016,610
2020-07-12,1000,872,523
2020-06-09,1000,848,509
2019-04-27,250,212,127
2020-04-23,1000,888,533
2019-10-31,1250,1100,660
2019-10-07,250,205,123
2019-11-14,1000,880,528
2019-08-18,750,675,405
2020-02-14,750,675,405
2019-03-18,1000,848,509
2019-08-27,750,636,382
2020-06-14,750,606,364
2019-04-19,1000,888,533
2020-11-26,750,636,382
2019-09-23,1000,808,485
2019-10-30,500,440,264
2020-01-24,750,654,392
2020-02-22,750,615,369
2019-02-04,1000,832,499
2020-06-06,1250,1050,630
2020-06-12,1000,880,528
2019-09-17,750,675,405
2020-06-27,1000,880,528
2020-08-07,1000,888,533
2020-05-06,750,660,396
2019-11-30,1000,900,540
2019-07-20,750,675,405
2020-05-22,1000,880,528
2020-01-17,1000,860,516
2020-05-04,750,660,396
2020-02-10,500,440,264
2020-06-22,1000,832,499
2020-09-21,500,404,242
2020-06-25,1000,832,499
2020-05-19,750,645,387
2019-11-16,750,636,382
2019-10-02,1000,808,485
2020-10-05,764,672,403
2019-03-16,1250,1060,636
2020-01-08,500,430,258
2019-02-27,750,630,378
2020-01-06,180,156,94
2019-08-03,750,654,392
2020-07-06,750,666,400
2020-12-07,1250,1090,654
2020-04-26,750,660,396
2020-05-31,1000,832,499
2020-12-24,1000,808,485
2020-06-08,1000,808,485
2020-02-11,750,666,400
2020-01-14,1000,900,540
2019-05-28,1000,900,540
2019-01-02,1250,1010,606
2020-10-08,250,218,131
2019-11-27,750,615,369
2019-07-26,1000,872,523
2020-01-27,750,645,387
2019-08-14,1000,808,485
2019-07-07,750,630,378
2020-02-18,1240,1028,617
2020-01-22,1000,872,523
2019-01-22,1000,848,509
2020-10-15,250,212,127
2019-09-22,1000,888,533
2019-08-27,1250,1100,660
2020-07-23,250,205,123
2019-01-04,1000,880,528
2019-07-11,750,675,405
2020-03-04,750,675,405
2019-06-16,1000,848,509
2020-09-17,750,636,382
2019-11-22,750,606,364
2020-12-06,1000,888,533
2020-06-22,750,636,382
2019-11-18,1000,808,485
2019-10-14,500,440,264
2020-03-31,750,654,392
2019-04-16,750,615,369
2020-05-25,1000,832,499
2020-12-17,1250,1050,630
2020-04-14,1000,880,528
2019-09-01,750,675,405
2020-03-27,1000,880,528
2019-06-05,1000,888,533
2020-06-05,750,660,396
2020-09-09,1000,900,540
2020-03-05,750,675,405
2020-06-10,1000,880,528
2020-03-26,1000,860,516
2020-04-01,750,660,396
2020-11-24,500,440,264
2019-12-19,1000,832,499
2020-12-09,500,404,242
2020-06-29,1000,832,499
2020-04-21,750,645,387
2019-03-29,750,636,382
2020-10-22,1000,808,485
2020-07-24,764,672,403
2019-04-04,1250,1060,636
2020-06-21,500,430,258
2019-09-23,750,630,378
2020-12-07,180,156,94
2020-07-29,750,654,392
2020-08-20,750,666,400
2019-07-19,1250,1090,654
2020-04-07,750,660,396
2020-09-05,1000,832,499
2019-05-24,1000,808,485
2020-01-01,1000,808,485
2020-04-25,750,666,400
2020-01-12,1000,900,540
2019-04-24,1000,900,540
2019-12-04,1250,1010,606
2020-01-03,250,218,131
2019-04-18,750,615,369
2019-05-19,1000,872,523
2020-04-06,750,645,387
2020-04-27,1000,808,485
2020-07-21,750,630,378
2020-03-10,1240,1028,617
2020-02-22,1000,872,523
2020-06-27,1000,848,509
2020-06-14,250,212,127
2019-01-27,1000,888,533
2020-10-11,1250,1100,660
2019-03-17,250,205,123
2020-03-22,1000,840,504
2020-05-25,750,675,405
2020-02-25,750,675,405
2019-01-14,1000,848,509
2019-01-31,750,636,382
2020-07-29,750,606,364
2020-04-20,1000,888,533
2020-07-09,750,636,382
2020-09-14,1000,808,485
2020-10-18,500,440,264
2020-03-31,750,654,392
2019-10-15,750,615,369
2019-10-19,1000,832,499
2019-11-20,1250,1050,630
2020-04-04,1000,880,528
2020-08-09,750,675,405
2020-01-09,1000,880,528
2019-08-17,1000,888,533
2020-05-21,750,660,396
2019-05-06,1000,900,540
2020-04-25,750,675,405
2020-05-02,1000,880,528
2020-06-08,1000,860,516
2020-01-06,750,660,396
2020-06-06,500,440,264
2019-11-05,1000,832,499
2019-11-20,500,404,242
2020-05-21,1000,832,499
